ndvi,umidade_solo,precipitacao_72h,temperatura_max,inclinacao_terreno,focos_queimadas,dist_rio_km,historico_eventos,bioma,risco
0.2724,52.91,104.51,20.04,19.46,19,6.527,1,Sul,1
0.3379,37.6,93.03,23.87,16.43,6,4.939,3,Sul,1
0.5075,31.79,23.69,24.97,18.4,10,0.292,4,Mata Atlântica,1
0.8296,45.84,101.72,32.9,35.73,5,11.666,6,Mata Atlântica,1
0.7017,64.53,110.42,16.59,16.14,1,0.1,6,Sul,1
0.7221,55.56,100.85,36.06,7.33,3,8.13,1,Amazônia,0
0.7312,95.0,175.23,22.38,13.19,26,3.263,6,Amazônia,1
0.8175,95.0,210.69,35.41,1.34,5,8.519,2,Amazônia,1
0.2958,26.69,35.64,44.82,24.8,1,3.128,2,Semiárido,1
0.6387,54.19,127.11,23.3,10.6,40,5.206,3,Amazônia,1
0.7561,61.58,147.58,36.49,11.07,12,2.257,2,Mata Atlântica,1
0.8027,58.47,96.14,33.47,27.2,12,6.807,3,Sul,1
0.2589,77.09,179.02,25.21,7.13,2,1.466,3,Sul,2
0.2737,14.36,13.61,32.39,43.27,5,6.353,3,Mata Atlântica,1
0.6665,28.07,21.95,32.6,24.89,43,1.075,2,Amazônia,1
0.3088,25.99,22.04,34.41,19.3,0,6.404,5,Semiárido,0
0.3361,67.34,137.85,28.47,10.72,6,1.738,4,Mata Atlântica,1
0.8808,94.16,213.1,22.74,1.69,32,1.633,0,Amazônia,1
0.7194,39.59,56.13,26.6,17.42,57,8.343,2,Amazônia,1
0.7061,38.94,40.05,28.18,14.85,8,8.402,3,Sul,0
0.7045,49.39,98.32,28.71,37.77,17,5.879,2,Mata Atlântica,1
0.3212,13.34,21.49,44.38,18.37,0,12.879,4,Semiárido,0
0.7184,95.0,196.86,24.64,22.18,10,0.849,4,Sul,2
0.5873,18.06,7.68,40.72,15.35,10,1.569,1,Mata Atlântica,0
0.4045,76.91,125.59,41.97,28.22,9,1.741,2,Mata Atlântica,1
0.6967,28.06,61.55,30.68,16.99,38,1.821,4,Cerrado,1
0.379,5.8,17.14,26.54,22.34,42,1.988,5,Cerrado,1
0.5302,84.19,122.03,33.2,4.76,36,5.97,4,Cerrado,1
0.1269,18.96,22.83,34.65,7.42,9,1.579,2,Semiárido,0
0.4672,54.74,93.98,31.31,46.9,11,1.684,3,Mata Atlântica,1
0.6962,86.48,180.42,15.34,27.45,5,4.225,2,Sul,1
0.679,15.03,2.44,24.69,24.29,1,1.074,2,Cerrado,1
0.7049,68.65,112.13,30.41,29.83,5,2.27,3,Mata Atlântica,1
0.4414,52.41,88.02,29.74,14.27,19,0.298,4,Mata Atlântica,1
0.2256,71.26,104.13,29.03,15.91,7,15.24,1,Mata Atlântica,1
0.1659,25.23,39.26,38.73,19.52,4,1.909,2,Semiárido,1
0.8472,46.01,83.84,23.19,13.84,8,9.487,1,Amazônia,1
0.2775,20.91,19.92,41.44,45.74,1,3.775,2,Mata Atlântica,1
0.6024,67.58,118.48,22.16,12.54,26,1.295,2,Amazônia,1
0.4355,51.48,87.24,40.91,14.97,6,1.075,5,Cerrado,1
0.8045,44.47,98.45,32.96,34.87,8,5.937,5,Mata Atlântica,1
0.6596,80.38,149.35,36.05,25.46,7,16.743,4,Mata Atlântica,1
0.4143,72.87,144.9,24.41,18.03,10,1.011,5,Sul,2
0.454,46.96,91.54,35.08,47.02,9,0.613,4,Mata Atlântica,1
0.1404,15.08,10.61,48.0,3.65,16,2.448,4,Semiárido,0
0.591,74.83,159.54,24.79,29.24,19,2.503,0,Mata Atlântica,1
0.6366,50.43,108.93,24.54,49.84,12,8.206,1,Mata Atlântica,1
0.6817,18.31,64.32,28.08,8.83,31,3.164,2,Amazônia,0
0.4461,64.69,89.57,25.23,20.18,35,0.322,3,Cerrado,1
0.4571,44.69,66.53,24.21,12.65,15,12.671,2,Cerrado,0
0.339,73.67,142.13,35.57,19.31,12,2.336,9,Mata Atlântica,2
0.702,85.89,178.7,26.28,21.95,59,5.521,2,Amazônia,2
0.7461,25.55,84.83,35.34,9.21,26,5.505,3,Amazônia,0
0.6074,65.28,134.43,39.24,21.48,50,0.29,6,Cerrado,2
0.6966,57.11,91.05,19.38,16.17,14,0.1,7,Sul,1
0.3845,70.06,115.55,24.39,5.2,6,0.461,3,Cerrado,1
0.2529,77.31,136.78,33.47,34.77,7,15.679,4,Mata Atlântica,2
0.7156,70.1,129.42,29.87,7.13,40,7.899,5,Amazônia,0
0.4778,28.77,18.35,28.87,47.72,16,0.708,1,Mata Atlântica,1
0.507,68.64,134.79,28.37,2.16,65,4.771,1,Cerrado,1
0.6211,49.91,68.7,40.59,6.04,33,4.733,3,Amazônia,0
0.5054,16.19,20.38,36.85,11.29,18,0.1,1,Mata Atlântica,1
0.7043,63.05,132.21,24.68,20.95,6,2.802,3,Amazônia,1
0.7121,66.42,141.83,31.52,21.54,4,6.22,3,Amazônia,1
0.6575,90.13,195.01,28.36,6.75,20,1.034,3,Amazônia,1
0.8741,95.0,183.52,41.56,16.52,5,9.516,1,Amazônia,1
0.6429,67.84,140.31,41.56,5.76,44,5.399,4,Amazônia,1
0.6721,63.33,135.51,28.39,15.57,12,0.1,3,Cerrado,1
0.0887,33.26,38.62,39.28,22.18,13,9.652,2,Semiárido,1
0.5832,70.3,126.88,33.99,42.09,12,0.1,0,Mata Atlântica,2
0.4239,53.25,78.21,31.59,15.47,2,10.943,2,Mata Atlântica,1
0.5703,67.3,117.05,26.26,20.68,17,2.03,2,Cerrado,1
0.7918,29.91,57.05,32.16,9.68,4,5.997,3,Sul,0
0.6159,35.86,55.54,28.68,17.28,38,7.742,1,Cerrado,0
0.6272,35.49,53.88,35.07,19.26,37,1.651,2,Amazônia,1
0.8231,5.21,5.65,29.67,47.6,8,2.204,4,Mata Atlântica,1
0.6864,10.36,20.23,36.0,19.25,15,3.562,2,Amazônia,1
0.5134,51.69,103.71,35.36,8.79,18,4.37,2,Cerrado,0
0.5994,57.75,69.2,32.18,16.92,17,1.727,5,Mata Atlântica,1
0.6418,95.0,199.19,19.15,6.58,1,24.395,3,Sul,1
0.4283,28.79,19.64,31.22,28.07,9,6.678,4,Mata Atlântica,0
0.1588,10.6,9.57,41.97,22.5,9,1.602,1,Semiárido,1
0.6447,68.39,112.8,16.06,28.33,2,5.114,7,Sul,1
0.9272,92.25,165.06,26.92,19.53,6,2.858,4,Amazônia,2
0.5384,70.15,115.56,23.26,22.74,16,9.842,1,Cerrado,1
0.4842,44.74,69.6,36.23,6.09,47,1.995,6,Cerrado,1
0.4458,68.47,104.39,29.35,14.49,54,1.04,4,Cerrado,1
0.4412,27.93,32.78,23.87,12.04,8,0.236,3,Cerrado,1
0.4806,71.3,104.7,32.75,8.99,12,20.773,4,Sul,0
0.2096,5.0,0.05,43.02,9.48,11,2.225,4,Semiárido,0
0.2912,26.99,31.25,31.04,35.83,2,1.246,5,Mata Atlântica,1
0.3794,58.55,101.83,26.95,10.07,51,3.384,3,Cerrado,1
0.0704,9.66,15.74,47.68,2.78,4,1.724,2,Semiárido,1
0.7135,77.26,137.76,26.64,36.1,1,1.326,3,Sul,2
0.1144,7.31,20.31,38.67,2.98,10,4.791,4,Semiárido,0
0.6586,38.37,73.93,25.77,0.81,4,0.389,2,Amazônia,1
0.7928,5.0,2.71,33.37,12.84,0,3.556,7,Mata Atlântica,0
0.7762,56.08,73.94,41.23,16.8,59,2.45,2,Amazônia,1
0.4637,68.29,132.32,34.74,3.17,63,3.802,4,Cerrado,1
0.8588,91.9,142.05,30.8,15.3,21,1.932,3,Amazônia,1
0.7736,46.48,66.12,36.33,45.95,1,4.224,0,Mata Atlântica,1
0.8218,69.62,123.29,38.49,16.82,8,0.427,4,Mata Atlântica,1
0.7915,32.64,60.13,33.81,10.1,21,2.359,2,Amazônia,1
0.306,70.8,152.18,39.44,18.88,16,1.356,2,Cerrado,2
0.3224,79.59,143.9,32.29,13.65,4,2.882,1,Mata Atlântica,2
0.398,20.95,25.34,38.6,3.67,13,2.54,2,Cerrado,0
0.6139,26.55,59.97,41.04,24.9,31,4.987,3,Amazônia,1
0.6244,61.75,140.55,32.02,18.34,30,4.955,1,Cerrado,1
0.3332,6.41,8.97,34.81,11.6,8,2.667,1,Semiárido,0
0.9338,95.0,158.69,34.19,15.75,40,1.002,4,Amazônia,2
0.7233,95.0,178.47,37.63,21.16,21,4.36,3,Amazônia,1
0.5841,59.36,104.99,38.46,21.06,55,16.983,4,Cerrado,1
0.5035,76.28,143.19,19.29,16.65,14,1.026,2,Sul,2
0.7278,8.98,3.67,36.67,49.14,8,0.358,2,Mata Atlântica,1
0.3013,12.8,22.6,37.68,31.04,15,1.536,4,Mata Atlântica,1
0.4471,53.01,70.42,36.01,1.8,1,2.663,1,Cerrado,1
0.2418,45.5,45.12,36.27,32.94,7,1.828,4,Mata Atlântica,1
0.638,22.37,42.93,22.83,10.82,50,9.0,3,Amazônia,1
0.6265,17.1,17.07,30.84,18.33,13,3.396,3,Mata Atlântica,1
0.7557,31.76,55.8,31.33,6.45,3,1.413,1,Sul,1
0.3642,71.75,143.25,40.68,33.5,9,14.999,3,Mata Atlântica,1
0.4127,69.79,110.67,34.63,6.62,15,0.668,2,Sul,1
0.1005,8.02,18.73,44.43,17.13,3,0.656,2,Semiárido,1
0.6672,58.57,98.64,38.09,9.63,11,1.407,4,Amazônia,1
0.7273,21.07,11.53,21.97,6.56,1,0.399,4,Sul,0
0.9283,38.66,65.56,34.38,1.71,36,6.965,4,Amazônia,0
0.2944,88.98,158.03,22.37,23.52,10,1.876,3,Mata Atlântica,2
0.9106,78.29,147.65,36.48,5.88,50,6.544,4,Amazônia,1
0.8189,80.23,133.09,37.46,18.49,38,7.193,6,Amazônia,1
0.5086,54.51,124.7,36.46,5.68,36,1.356,2,Cerrado,1
0.6733,74.16,147.3,37.32,11.45,3,3.653,2,Cerrado,1
0.2326,64.37,120.89,30.62,40.54,19,3.666,4,Mata Atlântica,1
0.5956,37.68,107.92,41.88,44.07,18,10.254,4,Mata Atlântica,1
0.8225,95.0,213.33,37.42,18.07,2,0.13,1,Amazônia,2
0.7246,78.68,165.42,33.57,10.73,21,1.905,1,Amazônia,2
0.431,24.43,15.07,40.68,18.17,1,10.706,3,Mata Atlântica,0
0.6643,68.63,141.43,40.16,17.24,31,1.351,2,Cerrado,1
0.3203,11.09,16.8,47.24,21.87,16,0.736,8,Semiárido,1
0.2326,19.46,6.42,33.27,39.7,14,4.292,3,Mata Atlântica,1
0.24,5.0,16.62,44.6,23.27,12,1.826,3,Semiárido,1
0.4405,29.02,78.29,28.57,14.34,11,3.149,3,Mata Atlântica,1
0.3839,70.28,138.97,27.02,3.67,73,8.574,2,Cerrado,1
0.7926,60.74,137.1,32.25,42.46,19,3.677,5,Mata Atlântica,2
0.3356,58.05,130.52,33.56,20.36,15,3.627,2,Cerrado,1
0.3233,19.05,9.82,26.89,21.95,62,1.63,3,Cerrado,1
0.1708,33.94,37.24,38.28,23.12,8,7.872,7,Semiárido,1
0.5883,79.99,140.09,33.15,12.73,32,6.732,4,Cerrado,1
0.0768,19.49,1.37,47.23,16.38,15,1.334,2,Semiárido,1
0.1793,34.82,32.75,42.04,0.24,19,1.928,1,Semiárido,1
0.5732,63.61,155.4,16.43,26.71,2,7.771,1,Sul,1
0.5255,81.27,148.86,32.0,19.23,7,2.214,4,Sul,2
0.6745,76.19,154.95,28.34,24.06,13,2.584,1,Cerrado,2
0.322,19.52,34.1,34.85,22.54,7,2.266,1,Cerrado,1
0.3337,28.37,30.55,34.15,44.83,4,0.881,5,Mata Atlântica,1
0.6565,44.21,105.72,33.69,1.42,0,2.084,5,Cerrado,1
0.4934,13.65,38.86,32.51,18.3,14,8.121,3,Mata Atlântica,1
0.1359,32.28,37.87,39.31,17.4,6,3.377,3,Semiárido,1
0.3695,14.7,1.75,27.61,15.39,11,3.064,2,Mata Atlântica,1
0.5868,11.51,0.92,32.48,5.9,79,0.85,6,Cerrado,1
0.6195,90.72,193.07,37.79,22.19,31,0.977,5,Amazônia,2
0.6247,51.45,78.09,30.64,3.24,22,0.219,1,Cerrado,1
0.6843,95.0,176.73,26.08,1.28,24,0.1,3,Amazônia,1
0.7379,25.2,31.93,30.45,31.57,7,3.347,4,Sul,1
0.3401,30.52,65.87,35.26,23.66,35,2.632,3,Cerrado,1
0.6515,50.2,95.92,30.47,20.87,26,1.611,3,Amazônia,1
0.7043,83.85,147.73,24.51,24.37,45,23.049,3,Amazônia,2
0.5481,91.62,156.2,35.49,14.5,18,2.537,0,Mata Atlântica,1
0.3498,52.8,99.9,26.15,35.57,4,7.776,3,Mata Atlântica,1
0.3092,19.05,24.29,32.18,23.67,24,1.182,1,Cerrado,1
0.7694,86.29,170.68,28.12,10.67,4,1.419,0,Amazônia,2
0.3595,51.33,86.1,40.63,8.75,60,4.201,4,Cerrado,1
0.5234,22.43,37.58,26.57,11.2,32,0.1,4,Cerrado,1
0.8492,8.75,48.19,30.4,15.64,18,0.1,3,Mata Atlântica,1
0.2466,37.37,39.22,41.19,37.98,11,0.767,2,Mata Atlântica,2
0.638,71.64,104.03,28.37,8.94,11,1.262,3,Cerrado,1
0.672,58.71,117.94,34.89,11.56,28,3.752,1,Amazônia,1
0.8312,81.17,175.35,27.48,34.12,2,5.795,1,Sul,2
0.8365,47.2,84.24,24.21,13.61,6,1.869,3,Mata Atlântica,1
0.6257,66.04,126.59,34.55,11.88,19,1.366,3,Mata Atlântica,1
0.7939,58.79,89.82,40.32,11.36,38,8.653,3,Amazônia,1
0.3391,75.15,142.36,31.05,33.53,4,0.888,0,Mata Atlântica,2
0.6684,33.66,66.01,34.52,11.17,14,5.671,3,Amazônia,0
0.2928,68.59,152.1,34.18,30.23,18,13.392,3,Mata Atlântica,1
0.2657,94.23,170.07,21.94,32.38,10,1.321,1,Sul,2
0.349,87.06,158.97,34.3,23.2,1,0.455,2,Cerrado,2
0.7302,63.64,99.35,27.19,12.29,12,19.5,3,Amazônia,1
0.8659,59.98,127.01,29.56,20.82,55,1.579,0,Amazônia,1
0.4736,62.18,82.44,30.85,18.3,27,1.612,2,Cerrado,1
0.9332,88.95,204.38,39.28,8.27,25,3.306,5,Amazônia,1
0.8583,41.01,55.74,28.97,14.68,5,1.314,2,Amazônia,1
0.1671,11.47,36.84,37.74,16.67,15,24.719,5,Semiárido,1
0.5029,10.34,14.66,26.27,14.31,0,0.22,1,Mata Atlântica,0
0.5128,24.01,3.35,27.05,9.9,41,3.003,5,Cerrado,0
0.7409,72.44,122.74,22.08,21.09,2,3.974,2,Sul,1
0.7628,28.14,49.53,37.25,15.93,47,3.146,2,Amazônia,1
0.5858,33.03,59.8,22.53,13.82,16,3.675,4,Sul,1
0.6341,47.14,79.95,28.7,6.25,32,21.942,1,Cerrado,0
0.6198,95.0,190.53,18.36,33.5,2,10.474,2,Sul,2
0.8409,58.68,85.08,24.72,46.38,6,1.844,3,Mata Atlântica,2
0.188,15.49,20.1,44.38,4.83,9,4.009,6,Semiárido,0
0.7762,22.27,55.37,20.38,9.32,2,0.1,4,Sul,1
0.3012,31.8,45.2,35.8,9.1,25,2.635,2,Cerrado,0
0.3639,79.75,161.51,34.26,25.14,4,0.895,1,Sul,2
0.3434,65.06,144.02,36.56,3.66,52,6.213,3,Cerrado,1
0.4891,65.12,116.04,28.03,1.11,26,1.249,2,Cerrado,1
0.5709,80.74,159.38,29.07,0.87,10,6.909,4,Cerrado,1
0.318,34.43,48.35,29.82,11.65,5,1.878,3,Mata Atlântica,1
0.8841,95.0,206.82,22.62,4.75,5,13.007,4,Amazônia,1
0.7414,57.75,96.49,40.27,20.37,17,2.948,6,Mata Atlântica,1
0.5994,32.42,72.5,23.47,17.04,5,9.148,0,Mata Atlântica,1
0.0903,5.64,4.98,38.56,8.12,8,4.947,4,Semiárido,0
0.2434,14.33,13.8,43.42,20.84,15,18.949,4,Semiárido,0
0.4157,89.69,144.66,38.87,12.62,3,6.788,6,Cerrado,1
0.4014,33.39,37.65,33.07,2.29,71,6.504,3,Cerrado,0
0.4324,31.37,28.06,36.51,7.39,79,1.539,5,Cerrado,0
0.8596,77.03,122.52,28.05,24.33,34,3.515,4,Amazônia,1
0.8818,77.11,84.24,36.91,24.42,4,1.713,2,Amazônia,1
0.4761,64.87,119.99,28.87,6.37,73,0.1,5,Cerrado,1
0.505,42.06,45.53,40.06,4.18,65,6.199,3,Cerrado,1
0.7081,95.0,191.03,34.85,28.3,9,1.345,2,Sul,2
0.21,45.92,61.49,28.32,31.84,3,2.532,2,Mata Atlântica,1
0.4005,86.16,136.34,31.98,10.25,26,1.675,4,Cerrado,2
0.3953,62.75,123.42,37.52,19.93,8,1.113,2,Mata Atlântica,1
0.8621,63.06,125.51,36.98,5.8,4,0.347,4,Amazônia,1
0.5967,32.56,43.99,26.21,2.87,74,2.062,4,Cerrado,1
0.5046,76.76,150.08,24.88,10.28,4,0.426,0,Mata Atlântica,2
0.4762,60.06,104.53,28.08,33.65,4,3.886,3,Mata Atlântica,1
0.3936,93.08,155.28,31.68,3.44,76,0.1,7,Cerrado,2
0.3119,55.81,109.2,23.38,20.68,1,14.069,2,Sul,1
0.6955,28.87,46.88,17.07,38.27,13,16.977,5,Sul,1
0.8436,70.53,130.1,35.26,42.29,10,1.817,5,Mata Atlântica,2
0.7056,32.71,53.97,30.55,49.05,18,1.507,2,Mata Atlântica,1
0.3924,64.8,154.24,40.93,13.06,10,0.551,4,Mata Atlântica,1
0.6756,69.86,141.89,27.22,14.58,44,11.765,5,Amazônia,1
0.5862,71.41,122.99,34.55,11.08,8,4.42,4,Cerrado,0
0.8503,32.33,23.83,34.23,2.03,1,4.71,5,Amazônia,0
0.5584,25.41,54.23,27.63,35.95,18,11.31,4,Mata Atlântica,1
0.5935,47.86,103.7,30.23,45.61,2,12.084,1,Mata Atlântica,1
0.7663,90.11,175.72,29.31,2.17,30,8.811,1,Amazônia,1
0.6421,68.34,164.88,29.32,12.78,8,7.424,4,Sul,1
0.39,58.48,114.5,29.53,23.12,2,10.488,6,Sul,1
0.2038,5.0,6.51,39.98,5.21,18,10.436,4,Semiárido,0
0.643,80.29,130.54,25.57,15.18,14,2.299,1,Mata Atlântica,1
0.4271,83.4,175.03,30.66,23.3,12,18.133,1,Sul,1
0.6432,65.04,92.0,30.44,16.17,30,6.174,2,Amazônia,1
0.0538,22.64,8.21,37.22,23.74,7,2.312,2,Semiárido,1
0.6003,76.68,158.08,24.62,4.28,1,2.917,0,Amazônia,1
0.184,14.9,29.64,47.82,10.43,8,5.81,3,Semiárido,0
0.4416,57.93,108.86,36.13,14.39,22,2.24,3,Cerrado,1
0.7545,54.09,98.83,33.81,20.05,8,8.76,2,Sul,1
0.3428,90.7,171.45,30.33,35.61,11,0.801,3,Sul,2
0.8937,26.4,49.74,24.36,10.1,0,11.908,2,Amazônia,1
0.6802,64.55,106.88,23.04,42.45,16,1.792,4,Mata Atlântica,1
0.3375,94.01,180.16,24.63,14.94,8,0.829,1,Sul,2
0.4557,75.71,150.55,34.45,40.84,7,9.76,4,Mata Atlântica,2
0.2417,77.06,160.06,28.38,26.24,5,1.369,1,Sul,2
0.3471,66.43,127.41,37.96,39.16,8,9.27,0,Mata Atlântica,1
0.6263,69.25,144.73,35.73,18.58,47,1.757,2,Cerrado,2
0.4802,59.56,108.01,41.72,1.24,52,13.58,1,Cerrado,1
0.8007,20.5,21.59,24.76,5.03,0,1.236,3,Amazônia,0
0.1511,16.41,9.5,45.75,7.3,13,0.361,2,Semiárido,1
0.6275,78.5,119.61,27.5,14.86,11,13.786,3,Cerrado,1
0.2482,39.81,67.91,22.38,21.9,12,0.905,2,Mata Atlântica,1
0.8449,69.71,113.68,40.65,33.97,12,14.424,0,Mata Atlântica,1
0.6261,74.94,138.83,28.08,24.46,15,8.686,1,Mata Atlântica,1
0.5524,38.87,67.7,31.54,39.21,11,0.427,4,Sul,1
0.6976,51.88,94.23,21.25,32.55,17,2.945,1,Sul,1
0.3869,33.19,52.05,26.92,13.63,19,0.381,0,Cerrado,1
